DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2023-11-09                11:28:17.369              312.47797882              7499.471492               1699529297.370            2                         899                       1.9438433008E+00          2.0024026969E+00          4.0651494252E+02          4.1928174744E+02          2.6829876252E+00          7.3684497919E+02          3.1100366592E+01          -1.3113884081E+00         3.9877239227E+01          1.8853835959E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:18.437              312.47799117              7499.471788               1699529298.437            2                         899                       1.9451870335E+00          2.0028324571E+00          4.0651494252E+02          4.1907355227E+02          2.6405458681E+00          7.3687047734E+02          3.1100366592E+01          -1.3009757648E+00         3.9877239227E+01          1.8874126295E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:19.463              312.47800306              7499.472073               1699529299.464            2                         899                       1.9452078056E+00          2.0028541178E+00          4.0580550357E+02          4.1834225581E+02          2.6405580133E+00          7.3684758956E+02          3.1101552534E+01          -1.3172306959E+00         3.9877239227E+01          1.8849366270E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:20.529              312.47801538              7499.472369               1699529300.529            2                         899                       1.9472827288E+00          2.0043724860E+00          4.0581817762E+02          4.1822088739E+02          2.6130833696E+00          7.3681309418E+02          3.1105340958E+01          -1.3628481311E+00         3.9877239227E+01          1.8871287946E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:21.628              312.47802811              7499.472675               1699529301.629            2                         899                       1.9472827288E+00          2.0043724860E+00          4.0624870070E+02          4.1866456822E+02          2.6130833696E+00          7.3682424543E+02          3.1105340958E+01          -1.3452350249E+00         3.9877239227E+01          1.8867782530E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:22.762              312.47804123              7499.472989               1699529302.762            2                         899                       1.9452245911E+00          2.0032520844E+00          4.0624870070E+02          4.1888212653E+02          2.6574904295E+00          7.3683570306E+02          3.1105340958E+01          -1.3012344600E+00         3.9877239227E+01          1.8879221809E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:23.864              312.47805398              7499.473296               1699529303.864            2                         899                       1.9452245911E+00          2.0032520844E+00          4.0582134266E+02          4.1844147861E+02          2.6574904295E+00          7.3688336707E+02          3.1105340958E+01          -1.3054275434E+00         3.9877239227E+01          1.8880848537E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:24.973              312.47806683              7499.473604               1699529304.974            2                         899                       1.9485316481E+00          2.0069616573E+00          4.0583602469E+02          4.1852267501E+02          2.6709784317E+00          7.3678866799E+02          3.1109729426E+01          -1.2889138926E+00         3.9877239227E+01          1.8877892425E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:26.026              312.47807900              7499.473896               1699529306.026            2                         899                       1.9485371088E+00          2.0069673543E+00          4.0589699306E+02          4.1858556508E+02          2.6709816559E+00          7.3684391290E+02          3.1110040665E+01          -1.2886336552E+00         3.9877239227E+01          1.8882582557E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:27.085              312.47809126              7499.474190               1699529307.085            2                         899                       1.9508838597E+00          2.0073273571E+00          4.0589699306E+02          4.1813885093E+02          2.5797000689E+00          7.3683726976E+02          3.1110040665E+01          -1.5518823641E+00         3.9877239227E+01          1.8877569413E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:28.168              312.47810381              7499.474491               1699529308.169            2                         899                       1.9508838597E+00          2.0073273571E+00          4.0473316954E+02          4.1693992647E+02          2.5797000689E+00          7.3680749188E+02          3.1110040665E+01          -1.4210879542E+00         3.9877239227E+01          1.8873640060E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:29.263              312.47811648              7499.474796               1699529309.264            2                         899                       1.9492169019E+00          2.0054676484E+00          4.0473316954E+02          4.1690860744E+02          2.5732745940E+00          7.3680242556E+02          3.1110040665E+01          -1.3478651678E+00         3.9877239227E+01          1.8873482243E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:30.382              312.47812943              7499.475106               1699529310.383            2                         899                       1.9492876290E+00          2.0055413212E+00          4.0469831278E+02          4.1687289810E+02          2.5733148123E+00          7.3682410234E+02          3.1114070400E+01          -1.3831669345E+00         3.9877239227E+01          1.8849225265E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:31.506              312.47814243              7499.475418               1699529311.506            2                         899                       1.9501262205E+00          2.0054831092E+00          4.0470085348E+02          4.1667604013E+02          2.5323642106E+00          7.3683262867E+02          3.1114831924E+01          -1.5149098611E+00         3.9877239227E+01          1.8845593332E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-09                11:28:32.585              312.47815493              7499.475718               1699529312.586            2                         899                       1.9501262205E+00          2.0054831092E+00          4.0442911594E+02          4.1639626182E+02          2.5323642106E+00          7.3684023583E+02          3.1114831924E+01          -1.3121860643E+00         3.9877239227E+01          1.8882131854E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
