DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   GPS_TIME                  GPS_ALTITUDE              
2023-11-07                15:35:54.267              310.64993366              7455.598408               1699371354.268            0                         899                       1.9893079601E+00          2.0277402296E+00          4.0938829611E+02          4.1762979658E+02          1.7388303620E+00          7.4083505633E+02          2.9681750506E+01          -1.3411281685E+00         3.5145721436E+01          1.8844974480E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:35:55.367              310.64994638              7455.598713               1699371355.367            0                         899                       1.9896512028E+00          2.0292225925E+00          4.0939244844E+02          4.1787704560E+02          1.7890608648E+00          7.4084459075E+02          2.9682977676E+01          -1.3410850763E+00         3.5145721436E+01          1.8865236282E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:35:56.436              310.64995875              7455.599010               1699371356.436            0                         899                       1.9896512028E+00          2.0292225925E+00          4.0907640710E+02          4.1755445435E+02          1.7890608648E+00          7.4084062225E+02          2.9682977676E+01          -1.4150409185E+00         3.5145721436E+01          1.8859597263E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:35:57.480              310.64997083              7455.599300               1699371357.480            0                         899                       1.9904471380E+00          2.0312602962E+00          4.0907640710E+02          4.1781722475E+02          1.8433513623E+00          7.4083775279E+02          2.9682977676E+01          -1.3394573927E+00         3.5145721436E+01          1.8864875793E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:35:58.563              310.64998338              7455.599601               1699371358.564            0                         899                       1.9904471380E+00          2.0312602962E+00          4.1061309509E+02          4.1938674747E+02          1.8433513623E+00          7.4082174824E+02          2.9682977676E+01          -1.4303257205E+00         3.5145721436E+01          1.8845006753E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:35:59.653              310.64999598              7455.599904               1699371359.653            0                         899                       1.9894246868E+00          2.0286174374E+00          4.1061675489E+02          4.1904619224E+02          1.7724708126E+00          7.4082187112E+02          2.9684056099E+01          -1.2827697550E+00         3.5145721436E+01          1.8853713787E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:36:00.720              310.65000833              7455.600200               1699371360.720            0                         899                       1.9894371209E+00          2.0286302234E+00          4.0938058338E+02          4.1778466665E+02          1.7724755541E+00          7.4083354541E+02          2.9684747696E+01          -1.3360943100E+00         3.5145721436E+01          1.8859945613E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:36:01.808              310.65002093              7455.600502               1699371361.808            0                         899                       1.9959759323E+00          2.0373505769E+00          4.0938058338E+02          4.1822376022E+02          1.8631250786E+00          7.4086171818E+02          2.9684747696E+01          -1.3304999183E+00         3.5145721436E+01          1.8856721815E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:36:02.959              310.65003425              7455.600822               1699371362.959            0                         899                       1.9959759323E+00          2.0373505769E+00          4.1010380812E+02          4.1896260760E+02          1.8631250786E+00          7.4087417663E+02          2.9684747696E+01          -1.5008861600E+00         3.5145721436E+01          1.8822630434E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
2023-11-07                15:36:04.049              310.65004687              7455.601125               1699371364.050            0                         899                       2.0090502978E+00          2.0493874561E+00          4.1010380812E+02          4.1868403405E+02          1.8057379581E+00          7.4090098481E+02          2.9684747696E+01          -1.7684358240E+00         3.5145721436E+01          1.8839312648E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          
